Year,College,MajorName,Total,Male,Female,Unknown
1986,Fine and Applied Arts,PERFORM ST,11,5,6,0
1986,Applied Health Sciences,PERSN AREA,2,2,0,0
1986,ACES,PLANT PATH,37,27,10,1
1986,Aviation,PP/AS,107,95,12,1
1986,LAS,PRE-JOURN,540,151,389,3
1986,LAS,PRE-MED,210,101,109,0
1986,Applied Health Sciences,PROG MANAG,153,56,97,3
1986,LAS,PUB ADMIN,6,5,1,1
1986,LAS,Philosophy,40,31,9,0
1986,ACES,Physics,364,327,37,0
1986,LAS,Plant Biology,28,11,17,3
1986,LAS,Political Science,49,35,14,1
1986,Aviation,Professional Pilot,67,58,9,3
1986,LAS,Psychology,202,109,93,6
1986,ACES,REST MGMT,97,45,52,0
1986,Fine and Applied Arts,Regional Planning,10,9,1,0
1986,Applied Health Sciences,SCH HEALTH,1,1,0,0
1986,Applied Health Sciences,SOC SCI SP,13,7,6,0
1986,ACES,SOIL SCI,4,4,0,0
1986,ACES,Secondary Education,44,17,27,0
1986,LAS,Slavic Languages & Literature,25,10,15,0
1986,Social Work,Social Work,270,54,216,23
1986,LAS,Sociology,38,17,21,2
1986,ACES,Spanish,46,18,28,0
1986,Education,Special Education,73,11,62,5
1986,ACES,Speech & Hearing Science,91,4,87,2
1986,LAS,Speech Communication,39,19,20,0
1986,ACES,Statistics,46,24,22,2
1986,LAS,TCH BIOL,28,6,22,1
1986,Engineering,TCH CS,2,1,1,0
1986,LAS,TCH ENGL,74,20,54,0
1986,Education,TCH GEN SCIENCE,6,1,5,0
1986,Applied Health Sciences,TCH KINES,1,1,0,0
1986,Education,TCH LIFE SCI,13,5,8,0
1986,Education,TCH PHYS SCI,4,2,2,0
1986,LAS,TCH RUSS,1,0,1,1
1986,LAS,TCH SOC ST,50,32,18,0
1986,LAS,TCH SPEECH,8,1,7,0
1986,LAS,TEACH CS,6,5,1,0
1986,Education,TECH ED SP,26,19,7,0
1986,ACES,TEXT-APPRL,46,1,45,0
1986,Applied Health Sciences,THER REC,59,10,49,0
1986,ACES,Teaching of Biological Science,2,0,2,0
1986,ACES,Teaching of Chemistry,12,8,4,0
1986,ACES,Teaching of Earth Science,1,1,0,0
1986,ACES,Teaching of English Sec Lang,75,23,52,2
1986,ACES,Teaching of French,17,2,15,0
1986,ACES,Teaching of German,8,2,6,0
1986,ACES,Teaching of Mathematics,28,6,22,1
1986,ACES,Teaching of Physics,3,3,0,0
1986,Business,Teaching of Spanish,28,4,24,1
1986,Fine and Applied Arts,Theatre,146,73,73,1
1986,Engineering,Theoretical & Applied Mechans,45,41,4,1
1986,Education,UG NON-DEG,15,4,11,5
1986,Business,UNASSIGNED,651,313,338,1
1986,LAS,UNCLASS,240,96,144,93
1986,LAS,UNCM FR&SO,173,85,88,0
1986,Fine and Applied Arts,Urban Planning,160,88,72,4
1986,VetMed,VMS - Veterinary Biosciences,37,27,10,2
1986,VetMed,VMS - Veterinary Pathobiology,32,15,17,0
1986,VetMed,VMS-Veterinary Clinical Medcne,23,14,9,2
1986,ACES,VOC H E ED,15,0,15,0
1986,VetMed,Veterinary Medical Science,1,0,1,0
1986,VetMed,Veterinary Medicine,316,154,162,0
1987,Business,Accountancy,1039,504,535,6
1987,Media,Advertising,266,71,195,1
1987,Engineering,Aero & Astro Engineering,655,595,60,4
1987,ACES,Agr & Environmental Cmc & Educ,5,2,3,0
1987,ACES,Agricultural & Applied Econ,396,337,59,0
1987,ACES,Agricultural Communications,71,21,50,0
1987,ACES,Agricultural Education,13,12,1,0
1987,Engineering,Agricultural Engineering,124,116,8,2
1987,ACES,Agricultural Sciences,51,35,16,0
1987,ACES,Agronomy,168,130,38,1
1987,Aviation,Air Systems,16,16,0,0
1987,ACES,Animal Sciences,381,199,182,2
1987,LAS,Anthropology,58,33,25,1
1987,ACES,Application Design,6,0,6,0
1987,LAS,Applied Mathematics,28,16,12,1
1987,Fine and Applied Arts,Architectural Studies,617,447,170,2
1987,Fine and Applied Arts,Architecture,222,170,52,0
1987,Fine and Applied Arts,Art Education,73,15,58,0
1987,Fine and Applied Arts,Art History,78,19,59,2
1987,Fine and Applied Arts,Art and Design,383,188,195,6
1987,LAS,Asian Studies,16,8,8,0
1987,LAS,Astronomy,20,18,2,0
1987,LAS,Atmospheric Sciences,24,19,5,1
1987,Aviation,Avionics,3,2,1,0
1987,LAS,BIOCH,170,91,79,4
1987,Education,BUS EDUC,13,2,11,0
1987,LAS,Biochemistry,119,77,42,0
1987,LAS,Biology,219,99,120,2
1987,LAS,Biophysics & Computnl Biology,34,28,6,0
1987,Media,Broadcast Journalism,46,10,36,0
1987,Business,Business Administration,945,570,375,14
1987,Engineering,CER ENGR,246,194,52,1
1987,Business,COM TEACH,1,1,0,0
1987,ACES,CONSM ECON,40,12,28,0
1987,ACES,CORE CURR,70,47,23,0
1987,Applied Health Sciences,CUR INST 2,22,12,10,1
1987,Applied Health Sciences,CUR INST#1,10,7,3,0
1987,Applied Health Sciences,CUR INST#3,13,10,3,0
1987,LAS,Chemical Engineering,434,310,124,2
1987,LAS,Chemical Physics,3,2,1,0
1987,LAS,Chemistry,524,373,151,4
1987,Engineering,Civil Engineering,567,474,93,6
1987,LAS,Classical Philology,9,7,2,0
1987,LAS,Classics,6,3,3,0
1987,Media,Communication,40,20,20,0
1987,Applied Life Sciences,Community Health,154,50,104,4
1987,LAS,Comparative Literature,33,12,21,1
1987,Engineering,Computer Engineering,407,374,33,1
1987,Engineering,Computer Science,836,701,135,12
1987,Fine and Applied Arts,Crafts,19,6,13,1
1987,ACES,DAIRY SCI,32,23,9,0
1987,ACES,DIETETICS,65,2,63,0
1987,Fine and Applied Arts,Dance,50,5,45,2
1987,Education,ED POL ST,57,25,32,0
1987,Education,ED SEC&CON,141,56,85,3
1987,Education,EDUC ELEMENTARY,135,18,117,7
1987,Education,EDUC GEN,190,50,140,1
1987,Engineering,ENGR MECH,44,35,9,0
1987,Engineering,ENGR PHYS,102,87,15,0
1987,Engineering,ENV ENGR,39,30,9,0
1987,Engineering,ENV SCI,11,8,3,0
1987,ACES,EXT EDUC,9,7,2,0
1987,Education,Early Childhood Education,96,0,96,0
1987,Business,Economics,236,191,45,4
1987,Education,Ed Organization and Leadership,154,77,77,8
1987,Education,Educ Voc Tech,91,44,47,5
1987,Education,Educational Psychology,161,57,104,7
1987,Engineering,Electrical Engineering,2004,1764,240,6
1987,Education,Elementary Education,340,11,329,1
1987,LAS,English,115,57,58,2
1987,LAS,Entomology,32,23,9,0
1987,ACES,FAM&CON EC,17,5,12,1
1987,Business,Finance,658,390,268,2
1987,ACES,Food Science & Human Nutrition,222,77,145,1
1987,ACES,Forestry,66,54,12,1
1987,LAS,French,46,12,34,2
1987,ACES,GEN AGR,13,8,5,1
1987,LAS,GEN CURR,2146,932,1214,16
1987,Engineering,GEN ENGR,553,401,152,2
1987,ACES,GEN H ECON,7,0,7,0
1987,LAS,Genetics,2,2,0,0
1987,LAS,Geography,42,28,14,2
1987,LAS,Geology,70,51,19,1
1987,LAS,German,31,18,13,0
1987,Fine and Applied Arts,Graphic Design,120,46,74,0
1987,ACES,H DVL-FAM,96,3,93,1
1987,Applied Health Sciences,HLTH EDUC,24,5,19,0
1987,Applied Health Sciences,HLTH PL AD,39,11,28,0
1987,ACES,HOME ECON,1,0,1,0
1987,LAS,HR&FS,1,0,1,0
1987,ACES,HR&FS A&ID,15,2,13,0
1987,ACES,HR&FS GEN,3,0,3,0
1987,ACES,HU DEV&FAM,13,0,13,1
1987,LAS,History,102,64,38,2
1987,ACES,Horticulture,53,33,20,2
1987,ACES,INST MGMT,7,1,6,0
1987,ACES,INT DSGN,114,7,107,2
1987,ACES,Industrial Agriculture,91,71,20,0
1987,Fine and Applied Arts,Industrial Design,96,64,32,3
1987,Engineering,Industrial Engineering,201,140,61,1
1987,LAS,Italian,6,3,3,0
1987,Media,Journalism,34,13,21,0
1987,Applied Health Sciences,Kinesiology,212,112,100,6
1987,Labor and Industrial Relations,LAB&IN REL,83,41,42,1
1987,LAS,LAS TCH MATH,11,3,8,0
1987,Fine and Applied Arts,Landscape Architecture,138,98,40,1
1987,Law,Law,645,394,251,5
1987,Applied Health Sciences,Leisure Studies,42,17,25,1
1987,iSchool,Library & Information Science,190,42,148,4
1987,LAS,Linguistics,89,43,46,0
1987,Business,MARKETING,201,64,137,0
1987,Engineering,METAL ENGR,174,147,27,0
1987,ACES,MKT TEXT&A,127,4,123,0
1987,Fine and Applied Arts,MUS-VOICE,44,12,32,0
1987,Fine and Applied Arts,MUSIC(AMS),75,41,34,1
1987,Fine and Applied Arts,MUSIC-COMP,4,4,0,0
1987,Fine and Applied Arts,MUSIC-INST,81,34,47,3
1987,LAS,Mathematics,163,116,47,1
1987,ACES,Mechanical Agriculture,24,24,0,0
1987,Engineering,Mechanical Engineering,1006,887,119,5
1987,Media,Media Studies,27,7,20,0
1987,LAS,Microbiology,63,37,26,2
1987,LAS,Molecular & Integrative Physi,58,38,20,1
1987,Fine and Applied Arts,Music,158,69,89,3
1987,Fine and Applied Arts,Music Education,290,123,167,6
1987,Fine and Applied Arts,Music History,4,2,2,0
1987,Media,News-Editorial,113,45,68,0
1987,Aviation,Nondegree,12,12,0,4
1987,Engineering,Nuclear Engineering,146,132,14,2
1987,ACES,Nutritional Sciences,44,17,27,1
1987,ACES,ORN HORT,74,35,39,1
1987,Applied Health Sciences,OUTDR REC,26,15,11,0
1987,Fine and Applied Arts,PERFORM ST,12,5,7,1
1987,Applied Health Sciences,PERSN AREA,2,1,1,0
1987,ACES,PLANT PATH,32,23,9,0
1987,Aviation,PP/AS,119,102,17,0
1987,LAS,PRE-JOURN,605,191,414,0
1987,LAS,PRE-MED,193,106,87,0
1987,Applied Health Sciences,PROG MANAG,145,51,94,0
1987,LAS,PUB ADMIN,6,4,2,1
1987,LAS,Philosophy,42,33,9,0
1987,ACES,Physics,386,345,41,2
1987,LAS,Plant Biology,38,13,25,0
1987,LAS,Political Science,49,38,11,2
1987,LAS,Portuguese,1,0,1,0
1987,Aviation,Professional Pilot,60,52,8,0
1987,LAS,Psychology,191,101,90,3
1987,ACES,REST MGMT,110,53,57,0
1987,Fine and Applied Arts,Regional Planning,13,11,2,0
1987,Applied Health Sciences,SOC SCI SP,13,7,6,0
1987,ACES,SOIL SCI,2,2,0,0
1987,ACES,Secondary Education,31,18,13,0
1987,LAS,Slavic Languages & Literature,26,10,16,0
1987,Social Work,Social Work,274,55,219,21
1987,LAS,Sociology,35,15,20,1
1987,ACES,Spanish,43,19,24,0
1987,Education,Special Education,74,10,64,4
1987,ACES,Speech & Hearing Science,101,2,99,0
1987,LAS,Speech Communication,46,20,26,0
1987,ACES,Statistics,54,27,27,3
1987,LAS,TCH BIOL,22,4,18,0
1987,Engineering,TCH CS,1,0,1,0
1987,LAS,TCH ENGL,95,22,73,0
1987,Education,TCH GEN SCIENCE,11,7,4,0
1987,Applied Health Sciences,TCH KINES,1,1,0,0
1987,Education,TCH LIFE SCI,11,4,7,0
1987,Education,TCH PHYS SCI,4,3,1,0
1987,LAS,TCH SOC ST,54,32,22,1
1987,LAS,TCH SPEECH,6,2,4,0
1987,LAS,TEACH CS,3,1,2,0
1987,Education,TECH ED SP,26,18,8,0
1987,ACES,TEXT-APPRL,37,0,37,1
1987,Applied Health Sciences,THER REC,46,7,39,0
1987,ACES,Teaching of Chemistry,15,9,6,0
1987,ACES,Teaching of Earth Science,1,1,0,0
1987,ACES,Teaching of English Sec Lang,63,15,48,0
1987,ACES,Teaching of French,19,1,18,0
1987,ACES,Teaching of German,9,1,8,0
1987,ACES,Teaching of Mathematics,44,11,33,0
1987,ACES,Teaching of Physics,1,0,1,0
1987,Business,Teaching of Spanish,30,3,27,0
1987,Fine and Applied Arts,Theatre,151,74,77,2
1987,Engineering,Theoretical & Applied Mechans,58,53,5,0
1987,Education,UG NON-DEG,10,6,4,2
1987,Graduate,UNASSIGNED,692,360,332,3
1987,LAS,UNCLASS,207,78,129,70
1987,LAS,UNCM FR&SO,149,76,73,2
1987,Fine and Applied Arts,Urban Planning,150,82,68,1
1987,VetMed,VMS - Veterinary Biosciences,41,28,13,4
1987,VetMed,VMS - Veterinary Pathobiology,29,16,13,1
1987,VetMed,VMS-Veterinary Clinical Medcne,23,14,9,1
1987,ACES,VOC H E ED,11,0,11,1
1987,VetMed,Veterinary Medicine,314,134,180,2
1988,Business,Accountancy,1136,554,582,8
1988,Media,Advertising,262,67,195,0
1988,Engineering,Aero & Astro Engineering,610,552,58,1
1988,ACES,Agr & Environmental Cmc & Educ,4,3,1,0
1988,ACES,Agricultural & Applied Econ,380,328,52,3
1988,ACES,Agricultural Communications,73,20,53,1
1988,ACES,Agricultural Education,14,10,4,0
1988,Engineering,Agricultural Engineering,135,126,9,1
1988,ACES,Agricultural Sciences,44,31,13,0
1988,ACES,Agronomy,139,110,29,3
1988,Aviation,Air Systems,15,15,0,1
1988,ACES,Animal Sciences,380,180,200,3
1988,LAS,Anthropology,68,39,29,2
1988,LAS,Applied Mathematics,26,13,13,0
1988,Fine and Applied Arts,Architectural Studies,587,415,172,1
1988,Fine and Applied Arts,Architecture,235,186,49,0
1988,Fine and Applied Arts,Art Education,74,15,59,2
1988,Fine and Applied Arts,Art History,73,20,53,2
1988,Fine and Applied Arts,Art and Design,365,173,192,4
1988,LAS,Asian Studies,24,10,14,1
1988,LAS,Astronomy,19,16,3,0
1988,LAS,Atmospheric Sciences,24,19,5,0
1988,Aviation,Avionics,7,7,0,1
1988,LAS,BIOCH,164,87,77,2
1988,Education,BUS EDUC,13,4,9,0
1988,LAS,Biochemistry,115,72,43,0
1988,LAS,Biology,227,111,116,4
1988,LAS,Biophysics & Computnl Biology,37,32,5,0
1988,Media,Broadcast Journalism,54,10,44,0
1988,Business,Business Administration,1022,631,391,25
1988,Engineering,CER ENGR,248,199,49,0
1988,Engineering,CERAMICS,1,1,0,0
1988,Business,COM TEACH,1,0,1,0
1988,ACES,CONSM ECON,44,11,33,1
1988,ACES,CORE CURR,52,34,18,0
1988,Applied Health Sciences,CUR INST 2,13,4,9,1
1988,Applied Health Sciences,CUR INST#1,3,3,0,0
1988,Applied Health Sciences,CUR INST#3,15,8,7,0
1988,LAS,Chemical Engineering,426,306,120,4
1988,LAS,Chemical Physics,5,3,2,0
1988,LAS,Chemistry,478,329,149,3
1988,Engineering,Civil Engineering,641,544,97,6
1988,LAS,Classical Philology,7,5,2,0
1988,LAS,Classics,5,2,3,0
1988,Media,Communication,33,22,11,2
1988,Applied Life Sciences,Community Health,106,34,72,1
1988,LAS,Comparative Literature,28,12,16,0
1988,Engineering,Computer Engineering,368,333,35,2
1988,Engineering,Computer Science,844,719,125,13
1988,Fine and Applied Arts,Crafts,23,7,16,0
1988,ACES,DAIRY SCI,17,14,3,0
1988,ACES,DIETETICS,59,2,57,0
1988,Fine and Applied Arts,Dance,44,10,34,0
1988,Education,ED POL ST,57,29,28,1
1988,Education,ED SEC&CON,121,47,74,3
1988,Education,EDUC ELEMENTARY,158,22,136,7
1988,Education,EDUC GEN,202,50,152,2
1988,Engineering,ENGR MECH,59,53,6,1
1988,Engineering,ENGR PHYS,109,90,19,1
1988,Engineering,ENV ENGR,45,33,12,0
1988,Engineering,ENV SCI,15,10,5,0
1988,ACES,EXT EDUC,13,7,6,1
1988,Education,Early Childhood Education,63,0,63,2
1988,Business,Economics,236,178,58,4
1988,Education,Ed Organization and Leadership,150,66,84,8
1988,Education,Educ Voc Tech,87,44,43,14
1988,Education,Educational Psychology,160,57,103,4
1988,Engineering,Electrical Engineering,1864,1645,219,1
1988,Education,Elementary Education,350,11,339,1
1988,LAS,English,123,62,61,0
1988,LAS,Entomology,27,18,9,0
1988,ACES,FAM&CON EC,18,6,12,0
1988,Business,Finance,698,420,278,3
1988,ACES,Food Science & Human Nutrition,222,60,162,5
1988,ACES,Forestry,57,45,12,0
1988,LAS,French,48,15,33,3
1988,ACES,GEN AGR,17,13,4,1
1988,LAS,GEN CURR,2182,1008,1174,19
1988,Engineering,GEN ENGR,588,453,135,6
1988,ACES,GEN H ECON,3,0,3,0
1988,LAS,Genetics,1,1,0,0
1988,LAS,Geography,34,22,12,2
1988,LAS,Geology,46,40,6,1
1988,LAS,German,33,15,18,1
1988,Fine and Applied Arts,Graphic Design,132,56,76,0
1988,ACES,H DVL-FAM,82,3,79,1
1988,Applied Health Sciences,HLTH EDUC,27,5,22,0
1988,Applied Health Sciences,HLTH PL AD,52,15,37,0
1988,ACES,HR&FS A&ID,15,5,10,0
1988,ACES,HR&FS GEN,7,1,6,4
1988,ACES,HU DEV&FAM,16,2,14,1
1988,LAS,History,102,72,30,2
1988,ACES,Horticulture,59,37,22,3
1988,ACES,INST MGMT,4,1,3,0
1988,ACES,INT DSGN,101,6,95,0
1988,ACES,Industrial Agriculture,91,68,23,0
1988,Fine and Applied Arts,Industrial Design,88,60,28,2
1988,Engineering,Industrial Engineering,209,146,63,0
1988,LAS,Italian,7,2,5,1
1988,Media,Journalism,29,10,19,1
1988,Applied Health Sciences,Kinesiology,220,107,113,5
1988,Labor and Industrial Relations,LAB&IN REL,89,42,47,7
1988,LAS,LAS TCH MATH,12,3,9,0
1988,Fine and Applied Arts,Landscape Architecture,133,87,46,0
1988,Law,Law,619,378,241,11
1988,Applied Health Sciences,Leisure Studies,44,21,23,2
1988,iSchool,Library & Information Science,178,51,127,5
1988,LAS,Linguistics,87,41,46,0
1988,Business,MANAGEMENT,1,1,0,0
1988,Business,MARKETING,168,60,108,1
1988,Engineering,METAL ENGR,166,139,27,1
1988,ACES,MKT TEXT&A,117,2,115,1
1988,Fine and Applied Arts,MUS-VOICE,37,8,29,0
1988,Fine and Applied Arts,MUSIC(AMS),67,38,29,0
1988,Fine and Applied Arts,MUSIC-COMP,12,8,4,0
1988,Fine and Applied Arts,MUSIC-INST,102,38,64,0
1988,Fine and Applied Arts,MUSIC-OPEN,3,0,3,0
1988,LAS,Mathematics,173,131,42,3
1988,ACES,Mechanical Agriculture,23,23,0,0
1988,Engineering,Mechanical Engineering,971,854,117,2
1988,Media,Media Studies,29,13,16,0
1988,LAS,Microbiology,62,39,23,1
1988,LAS,Molecular & Integrative Physi,60,39,21,2
1988,Fine and Applied Arts,Music,129,53,76,2
1988,Fine and Applied Arts,Music Education,273,111,162,1
1988,Fine and Applied Arts,Music History,3,2,1,0
1988,Media,News-Editorial,121,45,76,1
1988,Aviation,Nondegree,12,11,1,3
1988,Engineering,Nuclear Engineering,157,138,19,3
1988,ACES,Nutritional Sciences,41,9,32,0
1988,ACES,ORN HORT,71,34,37,2
1988,Applied Health Sciences,OUTDR REC,19,13,6,0
1988,Fine and Applied Arts,PERFORM ST,9,4,5,0
1988,Applied Health Sciences,PERSN AREA,2,2,0,1
1988,ACES,PLANT PATH,30,20,10,1
1988,Aviation,PP/AS,109,93,16,3
1988,LAS,PRE-JOURN,554,190,364,4
1988,LAS,PRE-MED,186,95,91,2
1988,Applied Health Sciences,PROG MANAG,155,59,96,3
1988,LAS,PUB ADMIN,6,3,3,0
1988,LAS,Philosophy,39,31,8,0
1988,ACES,Physics,372,333,39,3
1988,LAS,Plant Biology,34,10,24,1
1988,LAS,Political Science,66,46,20,3
1988,LAS,Portuguese,5,0,5,1
1988,Aviation,Professional Pilot,59,52,7,1
1988,LAS,Psychology,209,106,103,4
1988,ACES,REST MGMT,126,61,65,0
1988,Fine and Applied Arts,Regional Planning,16,12,4,0
1988,Applied Health Sciences,SOC SCI SP,21,15,6,0
1988,ACES,SOIL SCI,4,4,0,1
1988,ACES,Secondary Education,32,20,12,0
1988,LAS,Slavic Languages & Literature,24,14,10,1
1988,Social Work,Social Work,174,38,136,16
1988,LAS,Sociology,35,14,21,0
1988,ACES,Spanish,52,26,26,1
1988,Education,Special Education,71,10,61,5
1988,ACES,Speech & Hearing Science,109,4,105,1
1988,LAS,Speech Communication,55,22,33,0
1988,ACES,Statistics,69,37,32,1
1988,LAS,TCH BIOL,26,9,17,0
1988,LAS,TCH ENGL,101,22,79,0
1988,Education,TCH GEN SCIENCE,9,3,6,0
1988,Education,TCH LIFE SCI,11,3,8,0
1988,LAS,TCH PHY SC,1,1,0,0
1988,Education,TCH PHYS SCI,7,4,3,0
1988,LAS,TCH SOC ST,74,44,30,1
1988,LAS,TCH SPEECH,7,1,6,0
1988,LAS,TEACH CS,4,3,1,0
1988,Education,TECH ED SP,36,30,6,2
1988,ACES,TEXT-APPRL,36,1,35,2
1988,Applied Health Sciences,THER REC,47,7,40,1
1988,ACES,Teaching of Biological Science,2,0,2,0
1988,ACES,Teaching of Chemistry,11,7,4,0
1988,ACES,Teaching of English Sec Lang,72,17,55,1
1988,ACES,Teaching of French,26,2,24,0
1988,ACES,Teaching of German,13,3,10,1
1988,ACES,Teaching of Latin,1,0,1,0
1988,ACES,Teaching of Mathematics,49,18,31,0
1988,ACES,Teaching of Physics,3,3,0,0
1988,Business,Teaching of Spanish,31,4,27,0
1988,Fine and Applied Arts,Theatre,148,73,75,1
1988,Engineering,Theoretical & Applied Mechans,57,52,5,2
1988,Education,UG NON-DEG,8,2,6,3
1988,Business,UNASSIGNED,682,379,303,12
1988,LAS,UNCLASS,249,121,128,75
1988,LAS,UNCM FR&SO,233,112,121,2
1988,Fine and Applied Arts,Urban Planning,142,74,68,3
1988,VetMed,VMS - Veterinary Biosciences,35,23,12,2
1988,VetMed,VMS - Veterinary Pathobiology,27,19,8,0
1988,VetMed,VMS-Veterinary Clinical Medcne,23,14,9,0
1988,ACES,VOC H E ED,6,0,6,0
1988,VetMed,Veterinary Medicine,318,133,185,3
1989,Business,Accountancy,1085,544,541,7
1989,Media,Advertising,262,67,195,1
1989,Engineering,Aero & Astro Engineering,513,460,53,3
1989,LAS,African American Studies,1,0,1,0
1989,ACES,Agr & Environmental Cmc & Educ,3,1,2,0
1989,ACES,Agricultural & Applied Econ,422,334,88,6
1989,ACES,Agricultural Communications,78,22,56,2
1989,ACES,Agricultural Education,10,6,4,1
1989,Engineering,Agricultural Engineering,139,128,11,0
1989,ACES,Agricultural Sciences,31,22,9,0
1989,ACES,Agronomy,124,98,26,2
1989,Aviation,Air Systems,18,16,2,2
1989,ACES,Animal Sciences,391,191,200,2
1989,LAS,Anthropology,78,39,39,1
1989,LAS,Applied Mathematics,21,10,11,0
1989,Fine and Applied Arts,Architectural Studies,585,406,179,2
1989,Fine and Applied Arts,Architecture,215,165,50,0
1989,Fine and Applied Arts,Art Education,77,17,60,2
1989,Fine and Applied Arts,Art History,73,13,60,0
1989,Fine and Applied Arts,Art and Design,348,170,178,3
1989,LAS,Asian Studies,33,15,18,0
1989,LAS,Astronomy,15,13,2,0
1989,LAS,Atmospheric Sciences,28,23,5,1
1989,Aviation,Avionics,1,1,0,0
1989,LAS,BIOCH,173,106,67,0
1989,Education,BUS EDUC,19,5,14,0
1989,LAS,Biochemistry,112,67,45,1
1989,LAS,Biology,253,135,118,0
1989,LAS,Biophysics & Computnl Biology,43,34,9,1
1989,Media,Broadcast Journalism,65,14,51,0
1989,Business,Business Administration,1072,675,397,22
1989,Engineering,CER ENGR,237,203,34,1
1989,Engineering,CERAMICS,2,2,0,0
1989,Business,COM TEACH,1,0,1,0
1989,ACES,CONSM ECON,46,13,33,0
1989,ACES,CORE CURR,57,36,21,0
1989,Applied Health Sciences,CUR INST 2,3,1,2,0
1989,Applied Health Sciences,CUR INST#1,6,5,1,0
1989,Applied Health Sciences,CUR INST#3,14,6,8,0
1989,LAS,Chemical Engineering,370,266,104,3
1989,LAS,Chemical Physics,5,3,2,0
1989,LAS,Chemistry,462,317,145,12
1989,Engineering,Civil Engineering,682,586,96,6
1989,LAS,Classical Philology,8,7,1,0
1989,LAS,Classics,7,4,3,1
1989,Media,Communication,37,23,14,3
1989,Applied Life Sciences,Community Health,88,26,62,1
1989,LAS,Comparative Literature,29,13,16,0
1989,Engineering,Computer Engineering,313,286,27,2
1989,Engineering,Computer Science,810,698,112,9
1989,Fine and Applied Arts,Crafts,22,6,16,0
1989,ACES,DAIRY SCI,9,7,2,0
1989,ACES,DIETETICS,55,3,52,0
1989,Fine and Applied Arts,Dance,41,9,32,0
1989,Education,ED POL ST,43,22,21,2
1989,Education,ED SEC&CON,131,46,85,12
1989,Education,EDUC ELEMENTARY,175,17,158,26
1989,Education,EDUC GEN,208,60,148,0
1989,Engineering,ENGR MECH,90,77,13,1
1989,Engineering,ENGR PHYS,121,107,14,1
1989,Engineering,ENV ENGR,37,27,10,1
1989,Engineering,ENV SCI,14,9,5,0
1989,ACES,EXT EDUC,11,5,6,1
1989,Education,Early Childhood Education,58,0,58,1
1989,Business,Economics,248,187,61,4
1989,Education,Ed Organization and Leadership,93,35,58,8
1989,Education,Educ Voc Tech,68,32,36,5
1989,Education,Educational Psychology,143,47,96,4
1989,Engineering,Electrical Engineering,1594,1406,188,6
1989,Education,Elementary Education,343,11,332,0
1989,LAS,English,130,63,67,3
1989,LAS,Entomology,19,13,6,1
1989,ACES,FAM&CON EC,20,5,15,0
1989,Business,Finance,739,461,278,7
1989,ACES,Food Science & Human Nutrition,215,66,149,3
1989,ACES,Forestry,70,52,18,1
1989,LAS,French,51,19,32,1
1989,ACES,GEN AGR,23,18,5,1
1989,LAS,GEN CURR,2104,971,1133,24
1989,Engineering,GEN ENGR,626,483,143,3
1989,ACES,GEN H ECON,5,0,5,0
1989,LAS,Geography,39,27,12,4
1989,LAS,Geology,43,35,8,0
1989,LAS,German,36,16,20,0
1989,Fine and Applied Arts,Graphic Design,131,57,74,0
1989,ACES,H DVL-FAM,92,6,86,0
1989,Applied Health Sciences,HLTH EDUC,30,4,26,0
1989,Applied Health Sciences,HLTH PL AD,53,12,41,1
1989,ACES,HR&FS A&ID,17,6,11,0
1989,ACES,HR&FS GEN,9,2,7,1
1989,ACES,HU DEV&FAM,19,2,17,4
1989,LAS,History,129,88,41,6
1989,ACES,Horticulture,57,35,22,2
1989,ACES,INST MGMT,1,0,1,0
1989,ACES,INT DSGN,89,3,86,0
1989,ACES,Industrial Agriculture,42,33,9,0
1989,Fine and Applied Arts,Industrial Design,75,52,23,1
1989,Engineering,Industrial Engineering,261,192,69,1
1989,LAS,Italian,2,0,2,1
1989,Media,Journalism,28,11,17,1
1989,Applied Health Sciences,Kinesiology,237,137,100,10
1989,Labor and Industrial Relations,LAB&IN REL,85,31,54,4
1989,LAS,LAS TCH MATH,16,5,11,0
1989,Fine and Applied Arts,Landscape Architecture,133,83,50,2
1989,Law,Law,612,364,248,17
1989,Applied Health Sciences,Leisure Studies,44,17,27,2
1989,iSchool,Library & Information Science,180,57,123,10
1989,LAS,Linguistics,91,43,48,1
1989,Business,MANAGEMENT,14,7,7,0
1989,Business,MARKETING,164,69,95,0
1989,Engineering,METAL ENGR,167,141,26,0
1989,ACES,MKT TEXT&A,117,5,112,2
1989,Applied Health Sciences,MSPH IN C HLTH,2,0,2,0
1989,Fine and Applied Arts,MUS-VOICE,32,7,25,0
1989,Fine and Applied Arts,MUSIC(AMS),60,36,24,0
1989,Fine and Applied Arts,MUSIC-COMP,11,8,3,0
1989,Fine and Applied Arts,MUSIC-INST,90,34,56,0
1989,Fine and Applied Arts,MUSIC-OPEN,3,1,2,0
1989,LAS,Mathematics,208,160,48,3
1989,ACES,Mechanical Agriculture,29,29,0,0
1989,Engineering,Mechanical Engineering,854,765,89,3
1989,Media,Media Studies,29,13,16,0
1989,LAS,Microbiology,63,35,28,0
1989,LAS,Molecular & Integrative Physi,58,35,23,1
1989,Fine and Applied Arts,Music,136,66,70,8
1989,Fine and Applied Arts,Music Education,252,104,148,5
1989,Fine and Applied Arts,Music History,3,1,2,0
1989,Media,News-Editorial,128,52,76,0
1989,Aviation,Nondegree,13,12,1,1
