Year,College,MajorName,Total,Male,Female,Unknown
2012,LAS,Germanic Lang & Lit,2,1,1,0
2012,LAS,Germanic Lang & Lit,2,1,1,0
2012,LAS,Germanic Lang & Lit,2,1,1,0
2012,LAS,Germanic Lang & Lit,1,0,1,0
2012,LAS,Germanic Lang & Lit,1,0,1,0
2012,LAS,Global Studies,29,8,21,0
2012,LAS,Global Studies,239,63,176,0
2012,LAS,History,22,8,14,0
2012,LAS,History,1,0,1,0
2012,LAS,History,62,31,31,0
2012,LAS,History,290,194,94,2
2012,LAS,History,93,50,43,0
2012,LAS,History of Art,26,1,25,0
2012,LAS,Individual Plans of Study,1,0,1,0
2012,LAS,Individual Plans of Study,3,2,1,0
2012,LAS,Integrative Biology,14,2,12,0
2012,LAS,Integrative Biology,23,10,13,0
2012,LAS,Integrative Biology,2,1,1,0
2012,LAS,Integrative Biology,10,0,10,0
2012,LAS,Integrative Biology,394,165,229,0
2012,LAS,Interdisciplinary,3,0,3,0
2012,LAS,Interdisciplinary,1,0,1,0
2012,LAS,International Studies,1,0,1,0
2012,LAS,International Studies,5,3,2,0
2012,LAS,Italian,3,2,1,0
2012,LAS,Italian,1,0,1,0
2012,LAS,Italian,3,1,2,0
2012,LAS,LAS - Undeclared,178,58,120,0
2012,LAS,Latin American Studies,5,2,3,0
2012,LAS,Latin American Studies,1,1,0,0
2012,LAS,Latin American Studies,5,0,5,0
2012,LAS,Latina/Latino Studies,6,2,4,0
2012,LAS,Linguistics,1,0,1,0
2012,LAS,Linguistics,20,7,13,0
2012,LAS,Linguistics,2,1,1,0
2012,LAS,Linguistics,32,11,21,0
2012,LAS,Linguistics,50,16,34,0
2012,LAS,Math & Computer Science,2,1,1,0
2012,LAS,Math & Computer Science,84,70,14,0
2012,LAS,Mathematics,33,22,11,0
2012,LAS,Mathematics,3,3,0,0
2012,LAS,Mathematics,1,0,1,0
2012,LAS,Mathematics,10,7,3,0
2012,LAS,Mathematics,4,2,2,0
2012,LAS,Mathematics,3,3,0,0
2012,LAS,Mathematics,1,0,1,0
2012,LAS,Mathematics,52,12,40,0
2012,LAS,Mathematics,1,1,0,0
2012,LAS,Mathematics,12,6,6,0
2012,LAS,Mathematics,1,1,0,0
2012,LAS,Mathematics,1,0,1,0
2012,LAS,Mathematics,157,103,54,0
2012,LAS,Mathematics,12,4,8,0
2012,LAS,Mathematics,322,225,97,0
2012,LAS,Microbiology,1,1,0,0
2012,LAS,Microbiology,58,24,34,0
2012,LAS,Molecular & Integrative Physi,16,8,8,0
2012,LAS,Molecular and Cellular Biology,1,0,1,0
2012,LAS,Molecular and Cellular Biology,49,28,21,0
2012,LAS,Molecular and Cellular Biology,7,3,4,0
2012,LAS,Molecular and Cellular Biology,46,18,28,0
2012,LAS,Molecular and Cellular Biology,1010,520,490,0
2012,LAS,Molecular&Cell Bio-undeclared,33,13,20,0
2012,LAS,Neuroscience,55,27,28,0
2012,LAS,Nondegree,189,93,96,0
2012,LAS,Philosophy,4,3,1,0
2012,LAS,Philosophy,34,29,5,0
2012,LAS,Philosophy,82,55,26,1
2012,LAS,Physics,2,2,0,0
2012,LAS,Physics,8,7,1,0
2012,LAS,Physics,127,110,17,0
2012,LAS,Physics,151,137,14,0
2012,LAS,Plant Biology,7,4,3,0
2012,LAS,Plant Biology,3,2,1,0
2012,LAS,Plant Biology,33,15,18,0
2012,LAS,Political Science,1,1,0,0
2012,LAS,Political Science,1,1,0,0
2012,LAS,Political Science,10,3,7,0
2012,LAS,Political Science,49,30,19,0
2012,LAS,Political Science,72,39,33,0
2012,LAS,Political Science,616,405,210,1
2012,LAS,Portuguese,1,1,0,0
2012,LAS,Portuguese,2,0,2,0
2012,LAS,Portuguese,1,0,1,0
2012,LAS,Psychology,2,0,2,0
2012,LAS,Psychology,49,13,36,0
2012,LAS,Psychology,134,49,85,0
2012,LAS,Psychology,1203,354,849,0
2012,LAS,Religion,1,1,0,0
2012,LAS,Religion,6,5,1,0
2012,LAS,Religion,10,5,5,0
2012,LAS,Religion,3,2,1,0
2012,LAS,Religious Studies,1,0,1,0
2012,LAS,Religious Studies,1,1,0,0
2012,LAS,Rhetoric,2,1,1,0
2012,LAS,Rhetoric,1,0,1,0
2012,LAS,Rhetoric,10,3,7,0
2012,LAS,Rhetoric,10,3,7,0
2012,LAS,Rhetoric,70,28,42,0
2012,LAS,Russian & E European Studies,1,0,1,0
2012,LAS,Russian Lang & Literature,5,2,3,0
2012,LAS,"Russian, E Eur, Eurasian St ",3,2,1,0
2012,LAS,"Russian, E Eur, Eurasian St ",3,1,2,0
2012,LAS,Slavic Languages & Literature,3,1,2,0
2012,LAS,Slavic Languages & Literature,13,1,12,0
2012,LAS,Sociology,22,5,17,0
2012,LAS,Sociology,1,1,0,0
2012,LAS,Sociology,41,18,23,0
2012,LAS,Sociology,218,82,136,0
2012,LAS,Spanish,12,5,7,0
2012,LAS,Spanish,4,1,3,0
2012,LAS,Spanish,23,3,20,0
2012,LAS,Spanish,25,7,18,0
2012,LAS,Spanish,124,31,93,0
2012,LAS,Speech Communication,1,1,0,0
2012,LAS,Speech Communication,5,5,0,0
2012,LAS,Statistics,11,4,7,0
2012,LAS,Statistics,4,2,2,0
2012,LAS,Statistics,11,5,6,0
2012,LAS,Statistics,71,34,37,0
2012,LAS,Statistics,30,20,10,0
2012,LAS,Statistics,143,103,40,0
2012,LAS,Statistics & Computer Science,20,14,6,0
2012,LAS,Teaching of Chemistry,2,1,1,0
2012,LAS,Teaching of English Sec Lang,49,9,40,0
2012,LAS,Teaching of French,8,0,8,0
2012,LAS,Teaching of German,1,0,1,0
2012,LAS,Teaching of Mathematics,3,3,0,0
2012,LAS,Teaching of Spanish,18,3,15,0
2012,Law,Law,11,6,5,0
2012,Law,Law,119,39,80,0
2012,Law,Law,6,4,2,0
2012,Law,Law,616,349,267,0
2012,LM,Informatics,14,14,0,0
2012,LN,Nondegree-CE,57,16,41,0
2012,Media,Agricultural Communications,2,0,2,0
2012,Media,Agricultural Communications,2,0,2,0
2012,Media,Agricultural Communications,3,1,2,0
2012,Media,Agricultural Communications,12,3,9,0
2012,Media,Broadcast Journalism,149,57,92,0
2012,Media,Communications,29,12,17,0
2012,Media,Communications and Media,21,8,13,0
2012,Media,General Curriculum,1,0,1,0
2012,Media,Journalism,11,9,2,0
2012,Media,Media and Cinema Studies,9,5,4,0
2012,Media,Media and Cinema Studies,49,18,30,1
2012,Media,Media and Cinema Studies,56,34,22,0
2012,Media,Media Studies,2,0,2,0
2012,Media,News-Editorial,168,49,119,0
2012,Media,Nondegree,7,5,2,0
2012,Social Work,Social Work,24,5,19,0
2012,Social Work,Social Work,19,4,15,0
2012,Social Work,Social Work,45,5,40,0
2012,Social Work,Social Work,23,4,19,0
2012,Social Work,Social Work,24,1,23,0
2012,Social Work,Social Work,40,8,32,0
2012,Social Work,Social Work,67,11,56,0
2012,Social Work,Social Work,113,10,103,0
2012,Social Work,,6,6,0,0
2012,Social Work,,7,6,1,0
2012,Social Work,,201,183,18,0
2012,VetMed,Veterinary Medicine,1,1,0,0
2012,VetMed,Veterinary Medicine,484,96,386,2
2012,VetMed,VMS - Comparative Biosciences,3,0,3,0
2012,VetMed,VMS - Comparative Biosciences,9,4,5,0
2012,VetMed,VMS - Comparative Biosciences,1,1,0,0
2012,VetMed,VMS - Pathobiology,7,3,4,0
2012,VetMed,VMS - Pathobiology,4,2,2,0
2012,VetMed,VMS - Pathobiology,1,0,1,0
2012,VetMed,VMS - Veterinary Pathobiology,5,5,0,0
2012,VetMed,VMS - Veterinary Pathobiology,1,0,1,0
2012,VetMed,VMS-Veterinary Clinical Medcne,1,0,1,0
2012,VetMed,VMS-Veterinary Clinical Medcne,2,0,2,0
2012,VetMed,VMS-Veterinary Clinical Medcne,23,8,15,0
2011,ACES,Agr & Consumer Economics,20,19,1,0
2011,ACES,Agr & Consumer Economics,30,21,9,0
2011,ACES,Agr & Consumer Economics,14,8,6,0
2011,ACES,Agr & Consumer Economics,76,63,13,0
2011,ACES,Agr & Consumer Economics,19,12,7,0
2011,ACES,Agr & Consumer Economics,73,56,17,0
2011,ACES,Agr & Consumer Economics,42,22,20,0
2011,ACES,Agr & Consumer Economics,67,39,28,0
2011,ACES,Agr & Consumer Economics,129,96,33,0
2011,ACES,Agr & Consumer Economics,39,19,20,0
2011,ACES,Agr & Consumer Economics,92,47,45,0
2011,ACES,Agr & Environmental Cmc & Educ,22,7,15,0
2011,ACES,Agr & Environmental Cmc & Educ,18,6,12,0
2011,ACES,Agr & Environmental Cmc & Educ,38,6,32,0
2011,ACES,Agr Engineering & Agr Science,21,18,3,0
2011,ACES,Agricultural & Applied Econ,15,5,10,0
2011,ACES,Agricultural & Applied Econ,22,12,10,0
2011,ACES,Agricultural & Biological Engr,38,28,10,0
2011,ACES,Agricultural Education,8,1,7,0
2011,ACES,Agricultural Production,8,4,4,0
2011,ACES,Animal Sciences,3,1,2,0
2011,ACES,Animal Sciences,8,3,5,0
2011,ACES,Animal Sciences,10,4,6,0
2011,ACES,Animal Sciences,50,23,27,0
2011,ACES,Animal Sciences,45,28,17,0
2011,ACES,Animal Sciences,36,6,30,0
2011,ACES,Animal Sciences,101,12,89,0
2011,ACES,Animal Sciences,75,10,65,0
2011,ACES,Animal Sciences,232,43,188,1
2011,ACES,Bioenergy,12,10,2,0
2011,ACES,Bioinformatics,4,4,0,0
2011,ACES,Bioinformatics,6,4,2,0
2011,ACES,Crop Sciences,3,2,1,0
2011,ACES,Crop Sciences,22,19,3,0
2011,ACES,Crop Sciences,38,30,8,0
2011,ACES,Crop Sciences,1,0,1,0
2011,ACES,Crop Sciences,1,1,0,0
2011,ACES,Crop Sciences,56,40,16,0
2011,ACES,Crop Sciences,26,17,9,0
2011,ACES,Crop Sciences,3,3,0,0
2011,ACES,Crop Sciences,48,35,13,0
2011,ACES,Food Science & Human Nutrition,3,1,2,0
2011,ACES,Food Science & Human Nutrition,1,0,1,0
2011,ACES,Food Science & Human Nutrition,10,2,8,0
2011,ACES,Food Science & Human Nutrition,20,6,14,0
2011,ACES,Food Science & Human Nutrition,11,3,8,0
2011,ACES,Food Science & Human Nutrition,5,1,4,0
2011,ACES,Food Science & Human Nutrition,31,13,18,0
2011,ACES,Food Science & Human Nutrition,87,2,85,0
2011,ACES,Food Science & Human Nutrition,23,9,14,0
2011,ACES,Food Science & Human Nutrition,6,0,6,0
2011,ACES,Food Science & Human Nutrition,70,21,49,0
2011,ACES,Food Science & Human Nutrition,107,29,78,0
2011,ACES,Food Science & Human Nutrition,119,20,99,0
2011,ACES,Horticulture,4,3,1,0
2011,ACES,Horticulture,1,1,0,0
2011,ACES,Horticulture,9,6,3,0
2011,ACES,Horticulture,3,1,2,0
2011,ACES,Horticulture,16,10,6,0
2011,ACES,Human & Community Development,1,0,1,0
2011,ACES,Human & Community Development,8,3,5,0
2011,ACES,Human & Community Development,19,4,15,0
2011,ACES,Human Development & Family St,1,0,1,0
2011,ACES,Human Development & Family St,70,7,63,0
2011,ACES,Human Development & Family St,147,9,138,0
2011,ACES,Natural Res & Env Sciences,47,24,23,0
2011,ACES,Natural Res & Env Sciences,1,0,1,0
2011,ACES,Natural Res & Env Sciences,30,21,9,0
2011,ACES,Natural Resrcs & Environ Sci,1,1,0,0
2011,ACES,Natural Resrcs & Environ Sci,42,21,21,0
2011,ACES,Natural Resrcs & Environ Sci,18,9,9,0
2011,ACES,Natural Resrcs & Environ Sci,3,3,0,0
2011,ACES,Natural Resrcs & Environ Sci,7,6,1,0
2011,ACES,Natural Resrcs & Environ Sci,4,3,1,0
2011,ACES,Natural Resrcs & Environ Sci,6,2,4,0
2011,ACES,Natural Resrcs & Environ Sci,56,27,29,0
2011,ACES,Natural Resrcs & Environ Sci,77,36,41,0
2011,ACES,Natural Resrcs & Environ Sci,21,14,7,0
2011,ACES,Nondegree,87,51,36,0
2011,ACES,Nutritional Sciences,27,6,21,0
2011,ACES,Nutritional Sciences,22,8,14,0
2011,ACES,Plant Pathology,1,0,1,0
2011,Applied Health Sciences,Athletic Training,17,5,12,0
2011,Applied Health Sciences,Audiology,18,5,13,0
2011,Applied Health Sciences,Community Health,1,1,0,0
2011,Applied Health Sciences,Community Health,11,4,7,0
2011,Applied Health Sciences,Community Health,28,7,21,0
2011,Applied Health Sciences,Community Health,92,27,65,0
2011,Applied Health Sciences,Community Health,88,26,62,0
2011,Applied Health Sciences,Community Health,142,24,117,1
2011,Applied Health Sciences,Community Health,243,66,176,1
2011,Applied Health Sciences,Health,21,2,19,0
2011,Applied Health Sciences,Health,17,1,16,0
2011,Applied Health Sciences,Health,43,14,29,0
2011,Applied Health Sciences,Health,58,16,42,0
2011,Applied Health Sciences,Kinesiology,27,18,9,0
2011,Applied Health Sciences,Kinesiology,15,7,8,0
2011,Applied Health Sciences,Kinesiology,52,26,26,0
2011,Applied Health Sciences,Kinesiology,554,219,334,1
2011,Applied Health Sciences,Nondegree,12,7,5,0
2011,Applied Health Sciences,Public Health,30,8,22,0
2011,Applied Health Sciences,"Recreation, Sport, and Tourism ",44,11,33,0
2011,Applied Health Sciences,"Recreation, Sport, and Tourism ",21,10,11,0
2011,Applied Health Sciences,"Recreation, Sport, and Tourism ",28,15,13,0
2011,Applied Health Sciences,"Recreation, Sport, and Tourism ",32,10,22,0
2011,Applied Health Sciences,"Recreation, Sport, and Tourism ",82,65,17,0
2011,Applied Health Sciences,"Recreation, Sport, and Tourism ",75,55,20,0
2011,Applied Health Sciences,"Recreation, Sport, and Tourism ",92,76,16,0
2011,Applied Health Sciences,Rehabilitation,10,3,7,0
2011,Applied Health Sciences,Speech & Hearing Science,2,0,2,0
2011,Applied Health Sciences,Speech & Hearing Science,11,1,10,0
2011,Applied Health Sciences,Speech & Hearing Science,55,2,53,0
2011,Applied Health Sciences,Speech & Hearing Science,7,1,6,0
2011,Applied Health Sciences,Speech & Hearing Science,118,4,114,0
2011,Applied Health Sciences,Speech & Hearing Science,169,7,162,0
2011,Aviation,Aviation Human Factors,70,65,5,0
2011,Aviation,Human Factors,1,1,0,0
2011,Aviation,Nondegree,1,1,0,0
2011,Aviation,Professional Pilot,26,25,1,0
2011,Business,Business Administration,1,1,0,0
2011,Business,Business Administration,43,24,19,0
2011,Business,Business Administration (MBA),80,60,20,0
2011,Business,Business Administration (MBA),217,157,60,0
2011,Business,Business Administration (MBA),47,34,13,0
2011,Business,Business Process Management,20,14,6,0
2011,Business,Business Process Management,11,4,7,0
2011,Business,Curric Unassigned,1032,583,449,0
2011,Business,Finance,25,15,10,0
2011,Business,Finance,3,2,1,0
2011,Business,Finance,142,73,69,0
2011,Business,Finance,492,358,134,0
2011,Business,Information Sys & Info Tech,19,15,4,0
2011,Business,Information Sys & Info Tech,16,13,3,0
2011,Business,Management,1,1,0,0
2011,Business,Management,25,17,8,0
2011,Business,Management,13,4,9,0
2011,Business,Management,8,4,4,0
2011,Business,Management,37,20,17,0
2011,Business,Management,14,1,13,0
2011,Business,Management,52,30,22,0
2011,Business,Marketing,102,32,70,0
2011,Business,Marketing,103,40,63,0
2011,Business,Nondegree,91,57,34,0
2011,Business,Supply Chain Management,20,10,10,0
2011,Business,Supply Chain Management,30,17,13,0
2011,Business,Taxation,21,6,15,0
2011,Business,Technology Management,81,56,24,1
2011,DGS,Undeclared,2927,1604,1323,0
2011,Education,Curriculum and Instruction,1,0,1,0
2011,Education,Curriculum and Instruction,1,0,1,0
2011,Education,Curriculum and Instruction,5,0,5,0
2011,Education,Curriculum and Instruction,48,10,38,0
2011,Education,Curriculum and Instruction,11,4,7,0
2011,Education,Curriculum and Instruction,55,8,47,0
2011,Education,Early Childhood Education,1,0,1,0
2011,Education,Early Childhood Education,2,0,2,0
2011,Education,Early Childhood Education,6,0,6,0
2011,Education,Early Childhood Education,7,0,7,0
2011,Education,Early Childhood Education,1,0,1,0
2011,Education,Early Childhood Education,3,0,3,0
2011,Education,Early Childhood Education,6,0,6,0
2011,Education,Early Childhood Education,4,0,4,0
2011,Education,Early Childhood Education,9,0,9,0
2011,Education,Ed Organization and Leadership,3,1,2,0
2011,Education,Ed Organization and Leadership,2,0,2,0
2011,Education,Ed Organization and Leadership,20,12,8,0
2011,Education,Ed Organization and Leadership,1,0,1,0
2011,Education,Ed Organization and Leadership,4,2,2,0
2011,Education,Ed Organization and Leadership,6,5,1,0
2011,Education,Ed Organization and Leadership,17,6,11,0
2011,Education,Ed Organization and Leadership,2,1,1,0
2011,Education,Ed Organization and Leadership,4,1,3,0
2011,Education,Ed Organization and Leadership,2,2,0,0
2011,Education,Ed Organization and Leadership,3,2,1,0
2011,Education,Ed Organization and Leadership,24,6,18,0
2011,Education,Ed Organization and Leadership,17,9,8,0
2011,Education,Ed Organization and Leadership,14,7,7,0
2011,Education,Ed Organization and Leadership,24,5,19,0
2011,Education,Educational Policy Studies,1,0,1,0
2011,Education,Educational Policy Studies,3,1,2,0
2011,Education,Educational Policy Studies,11,4,7,0
2011,Education,Educational Policy Studies,120,45,75,0
2011,Education,Educational Psychology,1,0,1,0
2011,Education,Educational Psychology,1,1,0,0
2011,Education,Educational Psychology,1,0,1,0
2011,Education,Educational Psychology,76,17,59,0
2011,Education,Elementary Education,1,0,1,0
2011,Education,Elementary Education,1,0,1,0
2011,Education,Elementary Education,1,0,1,0
2011,Education,Elementary Education,11,2,9,0
2011,Education,Elementary Education,3,0,3,0
2011,Education,Elementary Education,1,0,0,1
2011,Education,Elementary Education,1,0,1,0
2011,Education,Elementary Education,14,0,14,0
2011,Education,Elementary Education,2,0,2,0
2011,Education,Elementary Education,4,0,4,0
2011,Education,Elementary Education,14,1,13,0
2011,Education,Elementary Education,10,1,9,0
2011,Education,Elementary Education,1,0,1,0
2011,Education,Elementary Education,7,0,7,0
2011,Education,Elementary Education,35,4,31,0
2011,Education,Elementary Education,14,1,13,0
2011,Education,Elementary Education,100,8,92,0
2011,Education,Elementary Education,10,1,9,0
2011,Education,Elementary Education,8,1,7,0
2011,Education,Elementary Education,68,3,65,0
2011,Education,Accountancy,1,0,1,0
2011,Education,Accountancy,146,33,113,0
2011,Education,Accountancy,21,11,10,0
2011,Education,Accountancy,187,101,86,0
2011,Education,Accountancy,942,517,425,0
2011,Education,Actuarial Science,4,1,3,0
2011,Education,Actuarial Science,275,158,117,0
2011,Education,Advertising,30,7,23,0
2011,Education,Advertising,626,193,433,0
2011,Education,African American Studies,3,3,0,0
2011,Education,Anthropology,7,2,5,0
2011,Education,Anthropology,7,3,4,0
2011,Education,Anthropology,1,1,0,0
2011,Education,Anthropology,3,1,2,0
2011,Education,Anthropology,55,16,39,0
2011,Education,Anthropology,132,41,91,0
2011,Education,Applied Mathematics,15,8,7,0
2011,Education,Applied Mathematics,13,11,2,0
2011,Education,Human Resource Education,1,1,0,0
2011,Education,Human Resource Education,6,4,2,0
2011,Education,Human Resource Education,1,0,1,0
2011,Education,Human Resource Education,7,3,4,0
2011,Education,Human Resource Education,7,1,6,0
2011,Education,Human Resource Education,1,1,0,0
2011,Education,Human Resource Education,3,1,2,0
2011,Education,Human Resource Education,23,14,9,0
2011,Education,Human Resource Education,25,7,18,0
2011,Education,Nondegree,9,3,6,0
2011,Education,Pre-Early Chld/Elem Ed/Spec Ed,270,18,252,0
2011,Education,Secondary & Continuing Educ,1,0,1,0
2011,Education,Secondary & Continuing Educ,24,7,17,0
2011,Education,Secondary Education,2,1,1,0
2011,Education,Secondary Education,3,1,2,0
2011,Education,Secondary Education,2,0,2,0
2011,Education,Secondary Education,1,0,1,0
2011,Education,Special Education,76,9,67,0
2011,Education,Special Education,1,1,0,0
2011,Education,Special Education,1,0,1,0
2011,Education,Special Education,31,5,26,0
2011,Education,Special Education,23,1,22,0
2011,Engineering,Aerospace Engineering,78,62,16,0
2011,Engineering,Aerospace Engineering,3,3,0,0
2011,Engineering,Aerospace Engineering,60,56,4,0
2011,Engineering,Aerospace Engineering,366,316,50,0
2011,Engineering,Agricultural & Biological Engr,1,0,1,0
2011,Engineering,Agricultural & Biological Engr,35,24,11,0
2011,Engineering,Agricultural & Biological Engr,23,17,6,0
2011,Engineering,Agricultural & Biological Engr,95,66,29,0
2011,Engineering,Agricultural & Biological Engr,2,1,1,0
2011,Engineering,Agricultural Engineering,4,2,2,0
2011,Engineering,Agricultural Engineering,1,1,0,0
2011,Engineering,Agricultural Engineering,3,3,0,0
2011,Engineering,Agricultural Engineering,2,1,1,0
2011,Engineering,Bioengineering,178,103,75,0
2011,Engineering,Bioengineering,6,3,3,0
2011,Engineering,Bioengineering,47,28,19,0
2011,Engineering,Bioinformatics,2,1,1,0
2011,Engineering,Civil Engineering,137,111,26,0
2011,Engineering,Civil Engineering,254,193,60,1
2011,Engineering,Civil Engineering,787,589,198,0
2011,Engineering,Computer Engineering,608,563,45,0
2011,Engineering,Computer Science,14,13,1,0
2011,Engineering,Computer Science,25,20,5,0
2011,Engineering,Computer Science,39,33,6,0
2011,Engineering,Computer Science,4,3,1,0
2011,Engineering,Computer Science,306,258,48,0
2011,Engineering,Computer Science,841,763,78,0
2011,Engineering,Electrical & Computer Engr,2,2,0,0
2011,Engineering,Electrical & Computer Engr,205,185,20,0
2011,Engineering,Electrical & Computer Engr,269,230,39,0
2011,Engineering,Electrical Engineering,1128,995,133,0
2011,Engineering,Engineering Mechanics,142,126,16,0
2011,Engineering,Engineering Physics,152,138,14,0
2011,Engineering,Environ Engr in Civil Engr,46,22,24,0
2011,Engineering,Environ Engr in Civil Engr,50,18,32,0
2011,Engineering,Environ Science in Civil Engr,4,3,1,0
2011,Engineering,Environ Science in Civil Engr,3,1,2,0
2011,Engineering,Financial Engineering,69,52,17,0
2011,Engineering,General Engineering,384,307,77,0
2011,Engineering,Industrial Engineering,8,6,2,0
2011,Engineering,Industrial Engineering,35,23,12,0
2011,Engineering,Industrial Engineering,183,139,44,0
2011,Engineering,Materials Science & Engr,9,7,2,0
2011,Engineering,Materials Science & Engr,14,11,3,0
2011,Engineering,Materials Science & Engr,15,12,3,0
2011,Engineering,Materials Science & Engr,4,3,1,0
2011,Engineering,Materials Science & Engr,149,114,35,0
2011,Engineering,Materials Science & Engr,10,8,2,0
2011,Engineering,Materials Science & Engr,9,6,3,0
2011,Engineering,Materials Science & Engr,15,11,4,0
2011,Engineering,Materials Science & Engr,322,251,71,0
2011,Engineering,Mechanical Engineering,1,1,0,0
2011,Engineering,Mechanical Engineering,127,111,16,0
2011,Engineering,Mechanical Engineering,3,3,0,0
2011,Engineering,Mechanical Engineering,150,134,16,0
2011,Engineering,Mechanical Engineering,774,678,94,2
2011,Engineering,Nondegree,207,162,45,0
2011,Engineering,Nuclear Engineering,3,3,0,0
2011,Engineering,Nuclear Engineering,8,7,1,0
2011,Engineering,Nuclear Engineering,15,12,3,0
2011,Engineering,Nuclear Engineering,33,27,6,0
2011,Engineering,"Nuclear, Plasma, Radiolgc Engr ",50,44,6,0
2011,Engineering,"Nuclear, Plasma, Radiolgc Engr ",6,4,2,0
2011,Engineering,"Nuclear, Plasma, Radiolgc Engr ",18,18,0,0
2011,Engineering,"Nuclear, Plasma, Radiolgc Engr ",28,21,7,0
2011,Engineering,"Nuclear, Plasma, Radiolgc Engr ",15,13,2,0
2011,Engineering,"Nuclear, Plasma, Radiolgc Engr ",92,84,8,0
2011,Engineering,Physics,1,1,0,0
2011,Engineering,Physics,264,226,38,0
2011,Engineering,Systems & Entrepreneurial Engr,6,3,3,0
2011,Engineering,Systems & Entrepreneurial Engr,13,10,3,0
2011,Engineering,Teaching of Physics,3,2,1,0
2011,Engineering,Theoretical & Applied Mechans,18,14,4,0
2011,Engineering,Theoretical & Applied Mechans,29,23,6,0
2011,Fine and Applied Arts,Architectural Studies,2,0,2,0
2011,Fine and Applied Arts,Architectural Studies,505,286,219,0
2011,Fine and Applied Arts,Architecture,14,6,8,0
2011,Fine and Applied Arts,Architecture,34,19,15,0
2011,Fine and Applied Arts,Architecture,171,106,65,0
2011,Fine and Applied Arts,Art and Design,5,4,1,0
2011,Fine and Applied Arts,Art and Design,2,1,1,0
2011,Fine and Applied Arts,Art and Design,9,6,3,0
2011,Fine and Applied Arts,Art and Design,6,2,4,0
2011,Fine and Applied Arts,Art and Design,9,4,5,0
2011,Fine and Applied Arts,Art and Design,3,2,1,0
2011,Fine and Applied Arts,Art and Design,5,1,4,0
2011,Fine and Applied Arts,Art Education,5,1,4,0
2011,Fine and Applied Arts,Art Education,5,0,5,0
2011,Fine and Applied Arts,Art Education,13,6,7,0
2011,Fine and Applied Arts,Art Education,59,10,48,1
2011,Fine and Applied Arts,Art Foundation,108,34,74,0
2011,Fine and Applied Arts,Art History,7,0,7,0
2011,Fine and Applied Arts,Art History,19,4,15,0
2011,Fine and Applied Arts,Crafts,4,2,2,0
2011,Fine and Applied Arts,Crafts,8,0,8,0
2011,Fine and Applied Arts,Dance,8,1,7,0
2011,Fine and Applied Arts,Dance,61,5,56,0
2011,Fine and Applied Arts,Graphic Design,70,27,43,0
2011,Fine and Applied Arts,History of Art,10,1,9,0
2011,Fine and Applied Arts,Industrial Design,117,54,63,0
2011,Fine and Applied Arts,Instrumental Music,89,40,49,0
2011,Fine and Applied Arts,Jazz Performance,27,23,4,0
2011,Fine and Applied Arts,Landscape Architecture,2,2,0,0
2011,Fine and Applied Arts,Landscape Architecture,31,8,23,0
2011,Fine and Applied Arts,Landscape Architecture,71,36,35,0
2011,Fine and Applied Arts,Landscape Architecture,14,7,7,0
2011,Fine and Applied Arts,Music,5,1,4,0
2011,Fine and Applied Arts,Music,23,11,12,0
2011,Fine and Applied Arts,Music,10,4,6,0
2011,Fine and Applied Arts,Music,20,15,5,0
2011,Fine and Applied Arts,Music,6,2,4,0
2011,Fine and Applied Arts,Music,6,2,4,0
2011,Fine and Applied Arts,Music,4,1,3,0
2011,Fine and Applied Arts,Music,6,5,1,0
2011,Fine and Applied Arts,Music,8,2,6,0
2011,Fine and Applied Arts,Music,2,2,0,0
2011,Fine and Applied Arts,Music,5,4,1,0
2011,Fine and Applied Arts,Music,2,0,2,0
2011,Fine and Applied Arts,Music,22,22,0,0
2011,Fine and Applied Arts,Music,30,15,14,1
2011,Fine and Applied Arts,Music,127,46,80,1
2011,Fine and Applied Arts,Music,54,21,33,0
2011,Fine and Applied Arts,Music,16,14,2,0
2011,Fine and Applied Arts,Music Composition,9,6,3,0
2011,Fine and Applied Arts,Music Education,41,11,30,0
2011,Fine and Applied Arts,Music Education,4,3,1,0
2011,Fine and Applied Arts,Music Education,2,2,0,0
2011,Fine and Applied Arts,Music Education,8,6,2,0
2011,Fine and Applied Arts,Music Education,128,63,65,0
2011,Fine and Applied Arts,Music Education,6,5,1,0
2011,Fine and Applied Arts,Music History,5,2,3,0
2011,Fine and Applied Arts,Musicology,19,9,10,0
2011,Fine and Applied Arts,New Media,24,8,16,0
2011,Fine and Applied Arts,Nondegree,33,14,19,0
2011,Fine and Applied Arts,Open Studies,6,3,3,0
2011,Fine and Applied Arts,Painting,43,11,32,0
2011,Fine and Applied Arts,Photography,42,11,31,0
2011,Fine and Applied Arts,Regional Planning,23,13,10,0
2011,Fine and Applied Arts,Sculpture,6,4,2,0
2011,Fine and Applied Arts,Theatre,8,3,5,0
2011,Fine and Applied Arts,Theatre,2,0,2,0
2011,Fine and Applied Arts,Theatre,3,3,0,0
2011,Fine and Applied Arts,Theatre,6,5,1,0
2011,Fine and Applied Arts,Theatre,3,3,0,0
2011,Fine and Applied Arts,Theatre,3,1,2,0
2011,Fine and Applied Arts,Theatre,8,4,4,0
2011,Fine and Applied Arts,Theatre,9,6,3,0
2011,Fine and Applied Arts,Theatre,15,7,8,0
2011,Fine and Applied Arts,Theatre,22,12,10,0
2011,Fine and Applied Arts,Theatre,23,7,16,0
